,BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
566,MANHATTAN,267 WEST 89 STREET,10024.0,1,2021-11-10 00:00:00,N,N,N,N,N,N,N,N,,40.790532,-73.975761,7.0,6.0,175.0
568,MANHATTAN,50 LEXINGTON AVENUE,10010.0,1,2020-08-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.74044,-73.984302,5.0,2.0,68.0
569,MANHATTAN,110 East 36 Street,10016.0,1,2021-04-07 00:00:00,N,N,N,N,N,N,N,N,,40.748091,-73.979768,6.0,4.0,80.0
570,MANHATTAN,215 West 83rd Street,10024.0,1,2021-11-03 00:00:00,N,N,N,N,N,N,N,N,,40.786048,-73.977156,7.0,6.0,171.0
571,BROOKLYN,1 dock 72 way,11251.0,2,2022-03-03 00:00:00,N,N,N,N,N,N,N,N,,40.699809,-73.972176,2.0,33.0,543.0
572,MANHATTAN,1255 Broadway,10001.0,1,2020-07-11 00:00:00,N,N,N,N,N,N,N,N,,40.747747,-73.988281,5.0,3.0,76.0
573,MANHATTAN,4 Washington Square Village,10012.0,1,2022-08-18 00:00:00,N,N,N,N,N,N,N,N,,40.727126,-73.997023,2.0,1.0,5501.0
574,MANHATTAN,524 WEST 59 STREET,10019.0,1,2021-11-12 00:00:00,N,N,N,N,N,N,N,N,,40.770794,-73.988534,4.0,6.0,147.0
575,MANHATTAN,258 BROADWAY,10007.0,1,2020-12-30 00:00:00,N,N,N,N,N,N,N,N,Y,40.713569,-74.0068,1.0,1.0,21.0
576,MANHATTAN,215 EAST 68TH STREET,10065.0,1,2022-05-10 00:00:00,N,N,N,N,N,N,N,N,,40.766737,-73.961387,8.0,4.0,118.0
578,MANHATTAN,1 E. 65th Street,10065.0,1,2025-02-17 00:00:00,N,N,N,N,N,N,N,N,,40.767928,-73.970036,8.0,4.0,122.0
579,MANHATTAN,340 East 57th Street,10022.0,1,2024-02-05 00:00:00,N,N,N,N,N,N,N,N,,40.758759,-73.964008,6.0,5.0,108.0
581,MANHATTAN,440 Ninth Ave,10001.0,1,2020-09-21 00:00:00,N,N,N,N,N,N,N,N,,40.753717,-73.996051,4.0,3.0,111.0
583,MANHATTAN,925 Park Avenue,10028.0,2,2022-09-14 00:00:00,N,N,N,N,N,N,N,N,,40.776524,-73.959854,8.0,4.0,140.0
584,BRONX,3424 Kossuth Avenue,10467.0,2,2021-01-06 00:00:00,N,N,N,N,N,N,N,N,,40.880462,-73.88164,7.0,11.0,421.0
585,BROOKLYN,140 Cadman Plaza West,11201.0,1,2022-10-13 00:00:00,N,N,N,N,N,N,N,N,,40.699994,-73.99098,2.0,33.0,1.0
586,MANHATTAN,86 West 119th Street,10026.0,1,2020-11-11 00:00:00,N,N,N,N,N,N,N,N,Y,40.803788,-73.947892,10.0,9.0,190.0
587,MANHATTAN,251 West 30th Street,10001.0,1,2024-06-08 00:00:00,N,N,N,N,N,N,N,N,,40.749086,-73.993893,5.0,3.0,101.0
588,MANHATTAN,60 gramercy Park North,10010.0,1,2024-12-31 00:00:00,N,N,N,N,N,N,N,N,,40.738497,-73.986309,6.0,2.0,68.0
589,MANHATTAN,124 EAST 84 STREET,10028.0,1,2020-11-03 00:00:00,N,N,N,N,N,N,N,N,,40.778401,-73.95709,8.0,4.0,140.0
590,MANHATTAN,130 WEST   17 STREET,10011.0,1,2020-07-15 00:00:00,N,N,N,N,N,N,N,N,Y,40.739793,-73.996709,4.0,3.0,81.0
591,MANHATTAN,1317 Third Avenue,10021.0,1,2021-07-10 00:00:00,N,N,N,N,N,N,N,N,,40.771954,-73.958979,8.0,4.0,134.0
592,MANHATTAN,8 SPRUCE STREET,10038.0,2,2023-06-05 00:00:00,N,N,N,N,N,N,N,N,,40.711245,-74.005396,1.0,1.0,1501.0
593,MANHATTAN,1370 Broadway,10018.0,1,2025-03-15 00:00:00,N,N,N,N,N,N,N,N,,40.752048,-73.987505,5.0,4.0,109.0
594,MANHATTAN,560 RIVERSIDE DRIVE,10027.0,2,2024-12-12 00:00:00,N,N,N,N,N,N,N,N,,40.817051,-73.960772,9.0,7.0,211.0
595,MANHATTAN,820 Fifth Avenue,10065.0,1,2024-10-04 00:00:00,N,N,N,N,N,N,N,N,,40.766946,-73.971044,8.0,4.0,122.0
596,BROOKLYN,1274 Bedford Avenue,11216.0,1,2024-06-10 00:00:00,N,N,N,N,N,N,N,N,,40.680142,-73.953282,3.0,36.0,247.0
597,MANHATTAN,555 Fifth Ave,10017.0,1,2024-07-27 00:00:00,N,N,N,N,N,N,N,N,,40.755801,-73.97874,5.0,4.0,94.0
598,MANHATTAN,1180 FIFTH AVE,10029.0,6,2022-10-28 00:00:00,N,N,N,N,N,N,N,N,,40.789971,-73.954245,11.0,8.0,168.0
600,MANHATTAN,425 Lexington Avenue,10017.0,1,2022-12-03 00:00:00,N,N,N,N,N,N,N,N,,40.752424,-73.97532,6.0,4.0,92.0
602,MANHATTAN,147 West 15th Street,10011.0,1,2024-12-17 00:00:00,N,N,N,N,N,N,N,N,,40.738747,-73.997986,4.0,3.0,81.0
603,MANHATTAN,25 West 68th Street,10023.0,1,2022-12-02 00:00:00,N,N,N,N,N,N,N,N,,40.774191,-73.97907,7.0,6.0,153.0
604,MANHATTAN,160 EAST   48 STREET,10017.0,1,2020-06-17 00:00:00,N,N,N,N,N,N,N,N,Y,40.754943,-73.972586,6.0,4.0,92.0
606,MANHATTAN,51 WEST   52 STREET,10019.0,1,2020-06-11 00:00:00,N,N,N,N,N,N,N,N,Y,40.760648,-73.978309,5.0,4.0,104.0
607,MANHATTAN,620 West 116 Street,10027.0,1,2023-12-27 00:00:00,N,N,N,N,N,N,N,N,,40.808626,-73.965322,9.0,7.0,205.0
608,BROOKLYN,1 North 4th Place,11249.0,1,2021-07-08 00:00:00,N,N,N,N,N,N,N,N,,40.719229,-73.964203,1.0,33.0,555.0
609,MANHATTAN,60 Hudson Street,10013.0,1,2023-10-21 00:00:00,N,N,N,N,N,N,N,N,,40.717876,-74.008939,1.0,1.0,33.0
610,MANHATTAN,160 WEST 62 STREET,10023.0,1,2023-08-03 00:00:00,N,N,N,N,N,N,N,N,,40.771782,-73.985053,7.0,3.0,145.0
611,MANHATTAN,33 Liberty Street,10045.0,1,2023-02-22 00:00:00,N,N,N,N,N,N,N,N,,40.708157,-74.00879,1.0,1.0,1502.0
612,BROOKLYN,62 PIERREPONT ST,11201.0,1,2020-06-19 00:00:00,N,N,N,N,N,N,N,N,,40.695671,-73.994767,2.0,33.0,501.0
613,MANHATTAN,245 East 40th Street,10016.0,1,2024-09-20 00:00:00,N,N,N,N,N,N,N,N,,40.748754,-73.973632,6.0,4.0,88.0
614,MANHATTAN,220 East 72nd Street,10021.0,1,2020-11-04 00:00:00,N,N,N,N,N,N,N,N,,40.769465,-73.959952,8.0,4.0,126.0
615,BROOKLYN,4750 BEDFORD AVENUE,11235.0,1,2020-06-18 00:00:00,N,N,N,N,N,N,N,N,Y,40.586077,-73.944023,15.0,48.0,600.0
616,MANHATTAN,104 WEST 70 STREET,10023.0,1,2022-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.776219,-73.980023,7.0,6.0,153.0
619,MANHATTAN,30 East 62nd Street,10065.0,1,2021-09-14 00:00:00,N,N,A,N,N,N,N,N,,40.765367,-73.96982,8.0,4.0,11401.0
620,QUEENS,27485 48TH AVENUE,11109.0,1,2021-11-02 00:00:00,N,N,N,N,N,N,N,N,,40.744596,-73.956445,2.0,26.0,1.0
621,MANHATTAN,154 west 14th st,10011.0,1,2022-05-15 00:00:00,N,N,N,N,N,N,N,N,,40.737992,-73.998369,2.0,3.0,71.0
622,MANHATTAN,350 5th Avenue,10118.0,1,2020-07-15 00:00:00,N,N,N,N,N,N,N,N,,40.748276,-73.98469,5.0,4.0,76.0
623,BRONX,120 Erskine Place,10475.0,1,2024-05-24 00:00:00,N,N,N,N,N,N,N,N,,40.861339,-73.82147,10.0,12.0,302.0
624,MANHATTAN,30 EAST 72 STREET,10021.0,1,2024-08-29 00:00:00,N,N,N,N,N,N,N,N,,40.771657,-73.965153,8.0,4.0,130.0
625,MANHATTAN,119 5th Avenue,10003.0,1,2020-12-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.739172,-73.991303,5.0,2.0,52.0
626,MANHATTAN,1 Beekman Place,10022.0,1,2024-12-03 00:00:00,N,N,N,N,N,N,N,N,,40.752872,-73.96513,6.0,4.0,8603.0
627,MANHATTAN,77 EAST   12 STREET,10003.0,1,2020-02-26 00:00:00,N,N,N,N,N,N,N,N,Y,40.732991,-73.990568,2.0,2.0,61.0
628,BROOKLYN,2601 Ocean Parkway,11235.0,1,2025-03-13 00:00:00,N,N,N,N,N,N,N,N,,40.586552,-73.966168,13.0,48.0,370.0
629,MANHATTAN,38 West 48th Street,10036.0,1,2020-03-20 00:00:00,N,N,N,N,N,N,N,N,Y,40.758027,-73.979898,5.0,4.0,96.0
630,MANHATTAN,65 Central Park West,10023.0,1,2022-08-17 00:00:00,N,N,N,N,N,N,N,N,,40.772731,-73.978515,7.0,6.0,153.0
631,MANHATTAN,250 EAST   39 STREET,10016.0,1,2020-06-24 00:00:00,N,N,N,N,N,N,N,N,Y,40.74826,-73.974419,6.0,4.0,78.0
632,QUEENS,4545 Center Boulevard,11109.0,1,2022-06-16 00:00:00,N,N,N,N,N,N,N,N,,40.748068,-73.95667,2.0,26.0,1.0
633,MANHATTAN,1166 2nd avenue,10065.0,1,2021-08-11 00:00:00,N,N,N,N,N,N,N,N,,40.762094,-73.963245,8.0,5.0,110.0
634,MANHATTAN,460 WEST 24 STREET,10011.0,1,2024-07-29 00:00:00,N,N,N,N,N,N,N,N,,40.747838,-74.002497,4.0,3.0,93.0
635,MANHATTAN,601 Cathedral Parkway,10025.0,1,2021-06-14 00:00:00,N,N,N,N,N,N,N,N,,40.804287,-73.966985,9.0,7.0,199.0
636,MANHATTAN,544 EAST   86 STREET,10028.0,1,2020-08-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.775259,-73.94556,8.0,5.0,14401.0
637,MANHATTAN,433 East 30 Street,10016.0,2,2022-11-15 00:00:00,N,N,N,N,N,N,N,N,,40.740935,-73.974516,6.0,4.0,62.0
638,MANHATTAN,985 5 AVE,10075.0,1,2020-09-09 00:00:00,N,N,N,N,N,N,N,N,,40.777418,-73.96341,8.0,4.0,142.0
639,BROOKLYN,1 Bell Slip,11222.0,2,2022-09-29 00:00:00,N,N,N,N,N,N,N,N,,,,,,
640,MANHATTAN,60 EAST 8 STREET,10003.0,1,2023-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.730886,-73.99313,2.0,1.0,57.0
641,MANHATTAN,235 East 42nd Stree,10017.0,2,2020-09-26 00:00:00,N,N,N,N,N,N,N,N,,40.750214,-73.973108,6.0,4.0,88.0
642,MANHATTAN,400 MADISON AVENUE,10017.0,1,2021-11-20 00:00:00,N,N,N,N,N,N,N,N,,40.756265,-73.976766,5.0,4.0,94.0
643,MANHATTAN,574 West End Avenue,10024.0,1,2021-03-18 00:00:00,N,N,N,N,N,N,N,N,,40.790102,-73.976956,7.0,6.0,175.0
644,MANHATTAN,7 World Trade Center,10007.0,3,2020-05-16 00:00:00,N,N,N,N,N,N,N,N,,40.71322,-74.011709,1.0,1.0,21.0
645,BROOKLYN,225 CADMAN PLAZA EAST,11201.0,1,2023-03-11 00:00:00,N,N,N,N,N,N,N,N,,40.697534,-73.989946,2.0,33.0,13.0
646,BROOKLYN,190 Willoughby Street,11201.0,1,2023-03-03 00:00:00,N,N,N,N,N,N,N,N,,40.691958,-73.980152,2.0,35.0,31.0
647,MANHATTAN,40 West 23rd Street,10010.0,1,2024-05-18 00:00:00,N,N,N,N,N,N,N,N,,40.742123,-73.99096,5.0,3.0,58.0
648,MANHATTAN,116 John Street,10038.0,1,2021-07-14 00:00:00,N,N,N,N,N,N,N,N,,40.707605,-74.00572,1.0,1.0,1502.0
649,MANHATTAN,425 West 121th Street,10027.0,1,2023-11-02 00:00:00,N,N,N,N,N,N,N,N,,40.809773,-73.958121,9.0,7.0,20701.0
650,MANHATTAN,200 East 36th Street,10016.0,1,2021-06-07 00:00:00,N,N,N,N,N,N,N,N,,40.746946,-73.977061,6.0,4.0,78.0
651,MANHATTAN,1955 2nd Avenue,10029.0,1,2020-11-19 00:00:00,N,N,N,N,N,N,N,N,Y,40.787113,-73.945024,11.0,8.0,164.0
652,MANHATTAN,20 West 47th Street,10036.0,1,2024-04-19 00:00:00,N,N,N,N,N,N,N,N,,40.757034,-73.97948,5.0,4.0,96.0
653,MANHATTAN,1030 FIFTH AVENUE,10028.0,1,2022-07-12 00:00:00,N,N,N,N,N,N,N,N,,40.78023,-73.961151,8.0,4.0,15001.0
654,MANHATTAN,780 WEST END AVENUE,10025.0,1,2020-07-22 00:00:00,N,N,N,N,N,N,N,N,Y,40.796348,-73.972002,7.0,6.0,183.0
655,MANHATTAN,18 West 25th Street,10010.0,1,2024-07-17 00:00:00,N,N,N,N,N,N,N,N,,40.743333,-73.989885,5.0,3.0,58.0
657,MANHATTAN,32 Morton Street,10014.0,1,2022-10-24 00:00:00,N,N,N,N,N,N,N,N,,40.730941,-74.004799,2.0,3.0,67.0
658,MANHATTAN,345 Park Ave,10154.0,5,2020-12-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.758171,-73.973246,5.0,4.0,100.0
659,MANHATTAN,470 West 24th St,10011.0,1,2020-12-30 00:00:00,N,N,N,N,N,N,N,N,,40.747926,-74.0027,4.0,3.0,93.0
660,MANHATTAN,169 East 78th Street,10075.0,1,2023-06-26 00:00:00,N,N,N,N,N,N,N,N,,40.773947,-73.958588,8.0,4.0,140.0
661,MANHATTAN,56 WEST   22 STREET,10010.0,1,2020-07-18 00:00:00,N,N,N,N,N,N,N,N,Y,40.74161,-73.991823,5.0,3.0,58.0
662,MANHATTAN,900 W 190 ST,10040.0,1,2021-05-10 00:00:00,N,N,N,N,N,N,N,N,,40.857137,-73.935751,12.0,10.0,273.0
663,MANHATTAN,23 East 74th Street,10021.0,1,2021-11-29 00:00:00,N,N,N,N,N,N,N,N,,40.773309,-73.96495,8.0,4.0,130.0
664,MANHATTAN,137 FIFTH AVENUE,10010.0,1,2020-12-15 00:00:00,N,N,N,N,N,N,N,N,,40.739828,-73.990823,5.0,2.0,52.0
665,MANHATTAN,333 CENTRAL PARK WEST,10025.0,1,2020-06-08 00:00:00,N,N,N,N,N,N,N,N,Y,40.790055,-73.965869,7.0,6.0,177.0
666,MANHATTAN,12 East 97th Street,10029.0,1,2024-05-16 00:00:00,N,N,N,N,N,N,N,N,,40.788067,-73.95408,11.0,4.0,16002.0
667,MANHATTAN,43 West 61st Street,10023.0,1,2022-10-21 00:00:00,N,N,A,N,N,N,N,N,,40.770066,-73.982859,7.0,3.0,145.0
668,MANHATTAN,16 Sutton Place,10022.0,1,2021-11-30 00:00:00,N,N,N,N,N,N,N,N,,40.757767,-73.960388,6.0,5.0,10601.0
669,MANHATTAN,16 East 17th Street,10003.0,1,2024-12-04 00:00:00,N,N,N,N,N,N,N,N,,40.737517,-73.991282,5.0,2.0,52.0
670,MANHATTAN,167 East 67th Street,10065.0,1,2023-12-04 00:00:00,N,N,N,N,N,N,N,N,,40.766889,-73.96369,8.0,4.0,120.0
672,BROOKLYN,455 Ocean Parkway,11218.0,1,2024-11-14 00:00:00,N,N,N,N,N,N,N,N,,40.637415,-73.972966,12.0,39.0,490.0
673,MANHATTAN,200 West 15 Street,10011.0,1,2021-11-30 00:00:00,N,N,N,N,N,N,N,N,,40.739417,-73.999614,4.0,3.0,81.0
674,MANHATTAN,2360 BROADWAY,10024.0,1,2021-04-15 00:00:00,N,N,N,N,N,N,N,N,,40.78849,-73.976336,7.0,6.0,175.0
676,MANHATTAN,210 East 29th Street,10016.0,1,2022-10-11 00:00:00,N,N,N,N,N,N,N,N,,40.742371,-73.979921,6.0,2.0,66.0
677,MANHATTAN,310 WEST END AVE,10023.0,1,2022-06-16 00:00:00,N,N,N,N,N,N,N,N,,40.781542,-73.983206,7.0,6.0,163.0
678,MANHATTAN,677 5 AVENUE,10022.0,1,2020-07-06 00:00:00,N,N,N,N,N,N,N,N,Y,40.760634,-73.97566,5.0,4.0,102.0
679,MANHATTAN,335 East 45th Street,10017.0,1,2022-03-19 00:00:00,N,N,N,N,N,N,N,N,,40.751377,-73.969885,6.0,4.0,90.0
680,MANHATTAN,91 Central Park West,10023.0,1,2022-07-25 00:00:00,N,N,N,N,N,N,N,N,,40.77438,-73.977312,7.0,6.0,153.0
681,MANHATTAN,63 Downing Street,10014.0,1,2021-11-03 00:00:00,N,N,N,N,N,N,N,N,,40.729003,-74.004748,2.0,3.0,67.0
682,MANHATTAN,17 EAST 96 STREET,10128.0,1,2020-11-06 00:00:00,N,N,N,N,N,N,N,N,,40.78765,-73.955138,11.0,4.0,16002.0
683,MANHATTAN,401 1st ave,10010.0,1,2024-06-24 00:00:00,,N,,,,N,N,N,,40.737085,-73.978407,6.0,2.0,64.0
684,MANHATTAN,100 Haven Ave,10032.0,1,2021-10-28 00:00:00,N,N,N,N,N,N,N,N,,40.844498,-73.942504,12.0,10.0,255.0
685,MANHATTAN,"622 W, 168th Street",10032.0,3,2023-12-01 00:00:00,N,N,N,N,N,N,N,N,,40.841429,-73.940606,12.0,10.0,251.0
686,BRONX,5500 fieldston rd,10471.0,1,2021-06-15 00:00:00,N,N,N,N,N,N,N,N,,40.903245,-73.901058,8.0,11.0,345.0
687,MANHATTAN,218 2 Avenue,10003.0,1,2022-03-05 00:00:00,N,N,N,N,N,N,N,N,,40.73184,-73.985304,3.0,2.0,40.0
688,MANHATTAN,90 Park Avenue,10016.0,3,2024-11-16 00:00:00,N,N,N,N,N,N,N,N,,40.750504,-73.978865,6.0,4.0,82.0
690,MANHATTAN,610 East 83rd Street,10028.0,1,2024-04-10 00:00:00,N,N,N,N,N,N,N,N,,40.772879,-73.945963,8.0,5.0,136.0
691,MANHATTAN,404 East 79th Street,10075.0,1,2024-10-07 00:00:00,N,N,N,N,N,N,N,N,,40.772166,-73.952289,8.0,5.0,132.0
692,MANHATTAN,260 WEST   36 STREET,10018.0,1,2020-10-16 00:00:00,N,N,N,N,N,N,N,N,Y,40.752965,-73.991338,5.0,3.0,109.0
693,MANHATTAN,767 5th avenue,10153.0,1,2022-04-08 00:00:00,N,N,N,N,N,N,N,N,,40.76402,-73.973189,5.0,4.0,11202.0
694,MANHATTAN,123 East 54 Street,10022.0,1,2022-08-22 00:00:00,N,N,N,N,N,N,N,N,,40.759291,-73.971206,5.0,4.0,100.0
695,MANHATTAN,301 East 78th Street,10075.0,1,2024-11-04 00:00:00,N,N,N,N,N,N,N,N,,40.772513,-73.955192,8.0,5.0,134.0
696,MANHATTAN,300 East 51st St,10022.0,1,2020-07-15 00:00:00,N,N,N,N,N,N,N,N,,40.755458,-73.967977,6.0,4.0,98.0
699,MANHATTAN,444 EAST 75 STREET,10021.0,1,2020-09-24 00:00:00,N,N,N,N,N,N,N,N,,40.76879,-73.952555,8.0,5.0,132.0
700,MANHATTAN,700 Lenox Avenue,10039.0,1,2024-10-11 00:00:00,N,N,N,N,N,N,N,N,,40.820534,-73.936144,10.0,9.0,236.0
701,BROOKLYN,953 Dekalb Avenue,11221.0,1,2020-09-22 00:00:00,N,N,N,N,N,N,N,N,Y,40.692986,-73.937427,3.0,36.0,281.0
702,BROOKLYN,29 Fort Greene Place,11217.0,2,2020-11-01 00:00:00,N,N,N,N,N,N,N,N,,40.688834,-73.976905,2.0,35.0,33.0
704,MANHATTAN,225 EAST 73RD STREET,10021.0,1,2024-12-23 00:00:00,N,N,N,N,N,N,N,N,,40.770137,-73.959385,8.0,4.0,126.0
705,MANHATTAN,281 1st Ave,10003.0,1,2024-09-11 00:00:00,N,N,N,N,N,N,N,N,,40.732669,-73.981475,6.0,2.0,48.0
706,MANHATTAN,211 NORTH END AVENUE,10282.0,1,2023-08-04 00:00:00,N,N,N,N,N,N,N,N,,40.71622,-74.015075,1.0,1.0,31703.0
707,MANHATTAN,40 Fulton Street,10038.0,1,2024-12-30 00:00:00,N,N,N,N,N,N,N,N,,40.707904,-74.004411,1.0,1.0,1502.0
708,MANHATTAN,450 WEST 31ST STREET,10001.0,1,2024-05-20 00:00:00,N,N,N,N,N,N,N,N,,40.752364,-73.999787,4.0,3.0,103.0
709,MANHATTAN,1175 York Avenue,10065.0,1,2021-03-04 00:00:00,N,N,N,N,N,N,N,N,,40.761362,-73.95778,8.0,5.0,10602.0
710,MANHATTAN,312-316 East 30th Street,10016.0,1,2020-09-02 00:00:00,N,N,N,N,N,N,N,N,,40.741948,-73.976958,6.0,2.0,70.0
711,MANHATTAN,115 East 92nd Street,10128.0,1,2021-04-13 00:00:00,N,N,N,N,N,N,N,N,,40.783694,-73.953689,8.0,4.0,15801.0
712,MANHATTAN,311 EAST 71 STREET,10021.0,1,2021-04-08 00:00:00,N,N,N,N,N,N,N,N,,40.767905,-73.958332,8.0,5.0,126.0
714,MANHATTAN,99 University Place,10003.0,1,2024-04-05 00:00:00,N,N,N,N,N,N,N,N,,40.733826,-73.992863,2.0,2.0,61.0
715,MANHATTAN,220 WEST 98 STREET,10025.0,1,2024-04-16 00:00:00,N,N,N,N,N,N,N,N,,40.795719,-73.97028,7.0,7.0,183.0
716,MANHATTAN,170 WEST   74 STREET,10023.0,1,2020-11-10 00:00:00,N,N,N,N,N,N,N,N,Y,40.779661,-73.980065,7.0,6.0,157.0
718,MANHATTAN,145 WEST 79 STREET,10024.0,1,2022-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.782515,-73.976796,7.0,6.0,165.0
719,MANHATTAN,245 EAST   44 STREET,10017.0,1,2020-09-24 00:00:00,N,N,N,N,N,N,N,N,Y,40.751633,-73.972458,6.0,4.0,90.0
720,MANHATTAN,205 W 39th St,10018.0,1,2020-07-07 00:00:00,N,N,N,N,N,N,N,N,,40.754353,-73.988836,5.0,3.0,113.0
721,MANHATTAN,155 East 76th Street,10021.0,1,2021-07-08 00:00:00,N,N,N,N,N,N,N,N,,40.772813,-73.959831,8.0,4.0,128.0
723,BRONX,1655 Undercliff Avenue,10453.0,1,2020-12-23 00:00:00,N,N,N,N,N,N,N,N,,40.849424,-73.921759,5.0,16.0,20501.0
724,MANHATTAN,38 West 26th Street,10010.0,1,2022-08-11 00:00:00,N,N,N,N,N,N,N,N,,40.744165,-73.989913,5.0,3.0,58.0
725,MANHATTAN,114 5 AVENUE,10011.0,1,2020-12-05 00:00:00,N,N,N,N,N,N,N,N,Y,40.737696,-73.992397,5.0,3.0,54.0
726,MANHATTAN,432 Park Avenue,10022.0,4,2023-10-11 00:00:00,N,N,N,N,N,N,N,N,,40.761042,-73.971176,5.0,4.0,11202.0
727,MANHATTAN,55 WEST 39 STREET,10018.0,1,2021-05-01 00:00:00,N,N,N,N,N,N,N,N,,40.752313,-73.983993,5.0,4.0,84.0
728,MANHATTAN,300 CENTRAL PARK WEST,10024.0,1,2020-09-22 00:00:00,N,N,N,N,N,N,N,N,Y,40.788063,-73.967315,7.0,6.0,177.0
729,MANHATTAN,2300 5th Avenue,10037.0,1,2020-07-14 00:00:00,N,N,N,N,N,N,N,N,Y,40.81551,-73.935632,10.0,9.0,214.0
730,MANHATTAN,290 Riverside Drive,10025.0,1,2022-10-13 00:00:00,N,N,N,N,N,N,N,N,,40.79909,-73.972156,7.0,6.0,187.0
731,MANHATTAN,455 North End Ave,10282.0,1,2024-10-24 00:00:00,N,N,N,N,N,N,N,N,,40.717384,-74.014166,1.0,1.0,31703.0
732,MANHATTAN,1 HUDSON ST,10013.0,1,2023-08-04 00:00:00,N,N,N,N,N,N,N,N,,40.715622,-74.009246,1.0,1.0,21.0
733,MANHATTAN,155 E 55 ST,10022.0,1,2024-09-26 00:00:00,N,N,N,N,N,N,N,N,,40.759384,-73.969484,6.0,4.0,100.0
734,MANHATTAN,809 UN Plaza,10017.0,1,2021-12-18 00:00:00,N,N,N,N,N,N,N,N,,40.750965,-73.968289,6.0,4.0,90.0
735,MANHATTAN,515 Park Avenue,10022.0,1,2024-08-26 00:00:00,N,N,N,N,N,N,N,N,,40.763394,-73.969439,8.0,4.0,11402.0
736,MANHATTAN,5 Riverside Drive,10023.0,1,2020-06-09 00:00:00,N,N,N,N,N,N,N,N,,40.780694,-73.985513,7.0,6.0,159.0
738,MANHATTAN,520 PARK AVENUE,10022.0,2,2023-09-20 00:00:00,N,N,N,N,N,N,N,N,,40.763943,-73.970041,8.0,4.0,11401.0
739,MANHATTAN,57 Worth Street,10013.0,1,2024-08-16 00:00:00,N,N,N,N,N,N,N,N,,40.717231,-74.006565,1.0,1.0,33.0
740,BROOKLYN,1655 FLATBUSH AVENUE,11210.0,1,2024-12-05 00:00:00,N,N,N,N,N,N,N,N,,40.630096,-73.944757,18.0,45.0,776.0
741,MANHATTAN,133 Mercer Street,10012.0,1,2024-02-08 00:00:00,N,N,N,N,N,N,N,N,,40.724321,-73.998864,2.0,1.0,49.0
742,MANHATTAN,445 WEST 23 STREET,10011.0,1,2021-10-05 00:00:00,N,N,N,N,N,N,N,N,,40.747055,-74.002638,4.0,3.0,93.0
743,MANHATTAN,359 East 68th Street,10065.0,1,2021-11-08 00:00:00,N,N,N,N,N,N,N,N,,40.765685,-73.958893,8.0,5.0,118.0
744,STATEN ISLAND,700 Victory Boulevard,10301.0,1,2024-09-06 00:00:00,N,N,N,N,N,N,N,N,,40.625527,-74.092492,1.0,49.0,39.0
745,MANHATTAN,625 PARK AVENUE,10065.0,1,2023-08-07 00:00:00,N,N,N,N,N,N,N,N,,40.766854,-73.966917,8.0,4.0,120.0
746,MANHATTAN,4 World Trade Center,10048.0,1,2022-02-16 00:00:00,N,N,N,N,N,N,N,N,,40.710031,-74.011463,1.0,1.0,13.0
747,MANHATTAN,119 WEST 23RD STREET,10011.0,1,2024-04-01 00:00:00,N,N,N,N,N,N,N,N,,40.743248,-73.993591,4.0,3.0,91.0
748,MANHATTAN,49 West 27th Street,10001.0,1,2024-12-31 00:00:00,N,N,N,N,N,N,N,N,,40.744911,-73.98974,5.0,3.0,58.0
749,MANHATTAN,17 Lexington Ave,10010.0,1,2022-04-21 00:00:00,N,N,N,N,N,N,N,N,,40.739405,-73.984808,6.0,2.0,68.0
750,MANHATTAN,260 Riverside Drive,10025.0,1,2023-06-01 00:00:00,N,N,N,N,N,N,N,N,,40.797144,-73.973396,7.0,6.0,187.0
751,MANHATTAN,304 East 65 Street,10065.0,1,2023-09-07 00:00:00,N,N,N,N,N,N,N,N,,40.764179,-73.96119,8.0,5.0,118.0
752,MANHATTAN,588 West End Avenue,10024.0,1,2022-06-21 00:00:00,N,N,N,N,N,N,N,N,,40.790552,-73.976627,7.0,6.0,175.0
753,MANHATTAN,1345 Avenue of the Americas,10105.0,1,2022-11-01 00:00:00,N,N,N,N,N,N,N,N,,40.762605,-73.97846,5.0,4.0,137.0
754,BRONX,3204 Park Ave,10451.0,1,2021-11-10 00:00:00,N,N,N,N,N,N,N,N,,40.825206,-73.916267,3.0,17.0,141.0
756,MANHATTAN,12 East 46th Street,10017.0,1,2022-06-18 00:00:00,N,N,N,N,N,N,N,N,,40.755741,-73.978358,5.0,4.0,94.0
757,MANHATTAN,1 Christopher Street,10014.0,1,2021-08-23 00:00:00,N,N,N,N,N,N,N,N,,40.734065,-73.999762,2.0,3.0,71.0
