BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
MANHATTAN,115 Central Park West,10023,3,11/2/23,N,N,A,N,N,N,N,N,,40.775878,-73.976217,7,6,157
MANHATTAN,2541 Seventh Avenue,10039,1,10/11/24,N,N,N,N,N,N,N,N,,40.823024,-73.938049,10,9,236
MANHATTAN,1450 Madison Ave,10029,2,11/18/21,N,N,N,N,N,N,N,N,,40.789647,-73.952407,11,8,168
MANHATTAN,501 Tenth Avenue,10018,1,5/16/20,N,N,N,N,N,N,N,N,,40.75728,-73.997199,4,3,117
BROOKLYN,207 Prospect Park Southwest,11218,1,9/16/22,N,N,N,N,N,N,N,N,,40.652256,-73.972585,7,39,504
MANHATTAN,405 LEXINGTON AVE,10174,4,11/13/22,N,N,N,N,N,N,N,N,,40.751823,-73.97576,6,4,92
MANHATTAN,25 Broad Street,10004,1,6/15/22,N,N,A,N,N,N,N,N,,40.706114,-74.01126,1,1,9
MANHATTAN,90 Park Avenue,10016,1,12/17/23,N,N,N,N,N,N,N,N,,40.750504,-73.978865,6,4,82
MANHATTAN,280 PARK AVENUE SOUTH,10010,1,10/24/22,N,N,N,N,N,N,N,N,,40.739573,-73.987229,5,2,56
MANHATTAN,25 Sutton Place,10022,1,9/22/22,N,N,A,N,N,N,N,N,,40.758162,-73.960078,6,5,10601
MANHATTAN,277 Park Avenue,10172,1,6/10/23,N,N,N,N,N,N,N,N,,40.755564,-73.975138,5,4,92
MANHATTAN,260 FIFTH AVENUE,10001,1,11/3/21,N,N,N,N,N,N,N,N,,40.745037,-73.987048,5,4,76
MANHATTAN,102 MADISON AVENUE,10016,1,4/22/23,N,N,N,N,N,N,N,N,,40.74482,-73.985113,5,4,74
MANHATTAN,3 Park Avenue,10016,1,2/19/24,N,N,N,N,N,N,N,N,,40.746744,-73.981576,5,2,72
MANHATTAN,12 East 49th Street,10017,2,12/18/21,N,N,N,N,N,N,N,N,,40.757642,-73.977043,5,4,94
MANHATTAN,75 VARICK STREET,10013,1,4/14/20,N,N,N,N,N,N,N,N,,40.723217,-74.006227,2,1,37
MANHATTAN,62 WEST 62 STREET,10023,1,9/7/23,N,N,N,N,N,N,N,N,,40.77084,-73.982829,7,3,145
MANHATTAN,55 WEST   14 STREET,10011,1,10/20/20,N,N,N,N,N,N,N,N,Y,40.736738,-73.995338,5,3,54
MANHATTAN,536 WestWest 113th Street,,1,10/8/21,N,N,N,N,N,N,N,N,,,,,,
MANHATTAN,280 PARK AVENUE SOUTH,10010,1,11/12/20,N,N,N,N,N,N,N,N,,40.739573,-73.987229,5,2,56
MANHATTAN,16 WEST 46 STREET,10036,1,6/13/20,N,N,N,N,N,N,N,N,,40.756367,-73.979845,5,4,96
MANHATTAN,560 Lexington Avenue,10022,1,3/6/22,N,N,N,N,N,N,N,N,,40.756651,-73.972264,5,4,100
BROOKLYN,343 Gold Street,11201,1,11/15/22,N,N,N,N,N,N,N,N,,40.694226,-73.983289,2,35,15
MANHATTAN,21 East 66th Street,10065,1,10/27/21,N,N,N,N,N,N,N,N,,40.768235,-73.968826,8,4,122
MANHATTAN,108 EAST 86 STREET,10028,1,12/21/20,N,N,N,N,N,N,N,N,,40.779927,-73.956627,8,4,14801
MANHATTAN,232 East 59th Street,10022,1,6/3/23,N,N,N,N,N,N,N,N,,40.761183,-73.965729,6,4,108
MANHATTAN,505 WEST END AVENUE,10024,1,8/1/23,N,N,N,N,N,N,N,N,,40.78778,-73.978676,7,6,171
MANHATTAN,200 PARK AVENUE SOUTH,10003,1,7/5/20,N,N,N,N,N,N,N,N,Y,40.736787,-73.989305,5,2,52
MANHATTAN,175 WEST 93 STREET,10025,1,6/6/24,N,N,N,N,N,N,N,N,,40.791972,-73.971383,7,6,177
MANHATTAN,23 WAVERLY PLACE,10003,1,11/15/22,N,N,N,N,N,N,N,N,,40.730645,-73.99444,2,1,59
BROOKLYN,451 Clarkson Avenue,11203,1,3/3/24,N,N,N,N,N,N,N,N,,40.65576,-73.944602,9,40,808
MANHATTAN,16 east 40st,10016,1,12/22/20,N,N,N,N,N,N,N,N,,40.751723,-73.980716,5,4,82
BROOKLYN,10 Grand Army Plaza,11238,1,3/31/24,N,N,N,N,N,N,N,N,,40.672833,-73.969069,55,35,177
MANHATTAN,12 EAST 87TH STREET,10128,1,7/18/22,N,N,N,N,N,N,N,N,,40.781956,-73.959338,8,4,15002
MANHATTAN,1459 Broadway,10036,1,10/16/21,N,N,N,N,N,N,N,N,,40.755421,-73.98653,5,3,113
MANHATTAN,115 Broadway,10006,2,3/5/23,N,N,N,N,N,N,N,N,,40.708631,-74.010997,1,1,13
MANHATTAN,5141 Broadway,10034,1,12/15/21,N,N,N,N,N,N,N,N,,40.872385,-73.912668,12,10,297
MANHATTAN,1011 First Avenue,10022,1,4/7/24,N,N,N,N,N,N,N,N,,40.757271,-73.963692,6,5,108
BROOKLYN,135 WILLOW ST,11201,1,9/12/22,N,N,N,N,N,N,N,N,,40.697123,-73.995925,2,33,301
QUEENS,94-20 Guy R Brewer Blvd,11433,1,12/30/22,N,N,N,N,N,N,N,N,,40.702532,-73.795578,12,27,246
MANHATTAN,77 Water Street,10005,1,5/21/20,N,N,N,N,N,N,N,N,,40.704275,-74.008681,1,1,7
MANHATTAN,1080 FIFTH AVENUE,10128,1,10/17/22,N,N,N,N,N,N,N,N,,40.783553,-73.958936,8,4,15002
MANHATTAN,534 LaGuardia Place,10012,1,1/25/22,N,N,N,N,N,N,N,N,,40.728534,-73.998564,2,1,65
MANHATTAN,123 West 43rd Street,10036,1,6/5/21,N,N,N,N,N,N,N,N,,40.755843,-73.984382,5,4,119
BRONX,735 Magenta Street,10467,1,5/31/22,N,N,N,N,N,N,N,N,,40.87503,-73.865715,12,12,374
MANHATTAN,21 EAST 22 STREET,10010,2,12/29/22,N,N,N,N,N,N,N,N,,40.740303,-73.988687,5,2,56
MANHATTAN,845 UN PLAZA,10017,2,10/12/22,N,N,N,N,N,N,N,N,,40.751983,-73.967538,6,4,90
MANHATTAN,207-215 East 37 Street,10016,1,11/7/23,N,N,N,N,N,N,N,N,,40.747473,-73.97635,6,4,78
MANHATTAN,345 East 52nd Street,10022,1,10/30/23,N,N,N,N,N,N,N,N,,40.755653,-73.966454,6,4,98
MANHATTAN,31 East 72nd Street,10021,1,11/19/20,N,N,N,N,N,N,N,N,,40.771671,-73.965142,8,4,130
MANHATTAN,505 Fifth Ave,10017,2,6/22/24,N,N,N,N,N,N,N,N,,40.753663,-73.980744,5,4,94
BRONX,1505 Archer Road,10462,1,6/1/23,N,N,N,N,N,N,N,N,,40.838511,-73.863085,9,18,21602
MANHATTAN,135 WEST 36TH STREET,10018,1,12/11/21,N,N,N,N,N,N,N,N,,40.751677,-73.988234,5,3,109
MANHATTAN,237 Park Avenue,10017,1,12/6/23,N,N,N,N,N,N,N,N,,40.753904,-73.975514,5,4,92
MANHATTAN,12 WEST 32ND STREET,10001,1,12/4/23,N,N,N,N,N,N,N,N,,40.747475,-73.986278,5,4,76
MANHATTAN,197 Bowery,10002,1,1/31/23,N,N,N,N,N,N,N,N,,40.721095,-73.993723,3,1,18
MANHATTAN,298 Mulberry Street,10012,1,12/6/21,N,N,N,N,N,N,N,N,,40.725243,-73.994754,2,1,5502
MANHATTAN,48 WEST 38TH STREET,10018,1,9/12/22,N,N,N,N,N,N,N,N,,40.751611,-73.984293,5,4,84
MANHATTAN,304 East 45th Street,10017,1,5/9/22,N,N,N,N,N,N,N,N,,40.75157,-73.970393,6,4,90
MANHATTAN,315 WEST 39 STREET,10018,1,12/17/24,N,N,N,N,N,N,N,N,,40.755638,-73.991882,4,3,115
MANHATTAN,29 WEST 17TH STREET,10011,1,12/10/22,N,N,N,N,N,N,N,N,,40.738398,-73.993346,5,3,54
MANHATTAN,123 EAST 37TH STREET,10016,1,5/21/24,N,N,N,N,N,N,N,N,,40.748525,-73.97884,6,4,80
MANHATTAN,118 WEST  123 STREET,10027,1,7/15/20,N,N,N,N,N,N,N,N,Y,40.80681,-73.947258,10,9,222
BRONX,790 Concourse Village West,10451,2,9/30/22,N,N,N,N,N,N,N,N,,40.824382,-73.922613,4,16,61
MANHATTAN,29 Washington Square West,10011,1,10/6/21,N,N,N,N,N,N,N,N,,40.731822,-73.998957,2,1,65
MANHATTAN,320 East 115 Street,10029,1,9/20/23,N,N,N,N,N,N,N,N,,40.795994,-73.937569,11,8,180
MANHATTAN,249 EAST 30TH STREET,10016,1,5/10/23,N,N,N,N,N,N,N,N,,40.742426,-73.978059,6,2,70
MANHATTAN,50 West 96 Street,10025,1,6/30/21,N,N,N,N,N,N,N,N,,40.792199,-73.965984,7,6,181
MANHATTAN,566 7th Avenue,10018,1,7/8/24,N,N,N,N,N,N,N,N,,40.755009,-73.987717,5,3,113
MANHATTAN,10 WEST   66 STREET,10023,1,8/5/20,N,N,N,N,N,N,N,N,Y,40.772659,-73.979323,7,6,149
MANHATTAN,180 Central Park South,10019,3,4/26/24,N,N,N,N,N,N,N,N,,40.766725,-73.978737,5,4,137
QUEENS,104-20 Queens Boulevard,11375,1,6/4/24,N,N,N,N,N,N,N,N,,40.72378,-73.848991,6,29,71305
MANHATTAN,40 EAST 62 STREET,10065,1,6/5/20,N,N,N,N,N,N,N,N,,40.765301,-73.969665,8,4,11401
MANHATTAN,6 East 39th Street,10016,1,7/10/21,N,N,N,N,N,N,N,N,,40.751374,-73.981817,5,4,82
MANHATTAN,500 WEST END AVENUE,10024,1,7/15/20,N,N,N,N,N,N,N,N,,40.787582,-73.978791,7,6,171
MANHATTAN,17 State Street,10004,1,4/3/24,N,N,N,N,N,N,N,N,,40.702798,-74.014246,1,1,9
MANHATTAN,33 Thomas Street,10007,2,11/16/23,N,N,N,N,N,N,N,N,,40.716226,-74.005985,1,1,33
MANHATTAN,21 west end ave,10023,2,6/5/23,N,N,N,N,N,N,N,N,,40.772463,-73.989844,7,6,151
MANHATTAN,30 Fifth Avenue,10011,1,10/25/22,N,N,N,N,N,N,N,N,,40.733216,-73.995663,2,3,63
MANHATTAN,210 Riverside Drive,10025,1,11/16/22,N,N,N,N,N,N,N,N,,40.79423,-73.976518,7,6,179
BRONX,5500 fieldston rd,10471,1,8/8/23,N,N,N,N,N,N,N,N,,40.903245,-73.901058,8,11,345
MANHATTAN,158 WEST 29 STREET,10001,1,7/30/21,N,N,N,N,N,N,N,N,,40.747327,-73.991678,5,3,95
QUEENS,166-33 89th Avenue,11432,1,1/4/24,N,N,N,N,N,N,N,N,,40.708153,-73.795179,12,27,460
MANHATTAN,31 Chambers street,10007,1,11/21/20,A,A,A,A,A,N,N,N,,40.713402,-74.004635,1,1,31
MANHATTAN,45 Tudor City Place,10017,1,10/9/24,N,N,N,N,N,N,N,N,,40.749171,-73.970333,6,4,88
MANHATTAN,521-533 West 57 Street,10019,1,6/20/20,N,N,N,N,N,N,N,N,,40.769502,-73.989451,4,6,135
MANHATTAN,32 West 39 Street,10018,1,7/9/22,N,N,N,N,N,N,N,N,,40.752072,-73.983466,5,4,84
MANHATTAN,242 East 19th St,10003,1,3/22/23,N,N,N,N,N,N,N,N,,40.735831,-73.983668,6,2,48
MANHATTAN,720 5th ave,10019,1,6/28/20,N,N,N,N,N,N,N,N,,40.762525,-73.974756,5,4,11201
MANHATTAN,900 Third Avenue,10022,1,11/2/24,N,N,N,N,N,N,N,N,,40.75859,-73.968759,6,4,100
MANHATTAN,251 West 19th Street,10011,1,8/13/24,N,N,N,N,N,N,N,N,,40.742354,-73.999098,4,3,87
MANHATTAN,150 East 93rd Street,10128,1,12/15/21,N,N,N,N,N,N,N,N,,40.783844,-73.952144,8,5,15801
MANHATTAN,555 Edgecombe Avenue,10032,1,3/11/21,N,N,N,N,N,N,N,N,,40.833633,-73.938755,12,10,24301
BROOKLYN,80 DEKALB AVE,11201,1,11/17/23,N,N,N,N,N,N,N,N,,40.689864,-73.97972,2,35,33
MANHATTAN,240 West 129 Street,10027,1,12/8/21,N,N,N,N,N,N,N,N,,40.811858,-73.947322,10,9,224
MANHATTAN,800 PARK AVENUE,10021,2,8/7/24,N,N,N,N,N,N,N,N,,40.772617,-73.962734,8,4,130
MANHATTAN,274 Madison Avenue,10016,1,3/1/24,N,N,N,N,N,N,N,N,,40.751248,-73.980434,5,4,82
BRONX,3121 MIDDLETOWN ROAD,10461,1,6/16/20,N,N,N,N,N,N,N,N,,40.845216,-73.826436,10,13,26602
MANHATTAN,401 EAST   89 STREET,10128,1,5/27/20,N,N,N,N,N,N,N,N,Y,40.778732,-73.947767,8,5,152
MANHATTAN,440 East 62nd Street,10065,1,4/20/23,N,N,N,N,N,N,N,N,,40.760698,-73.958759,8,5,10602
MANHATTAN,120 West 45th Street,10036,1,3/5/22,N,N,N,N,N,N,N,N,,40.757117,-73.983544,5,4,119
MANHATTAN,749 West End Ave,10025,1,4/24/21,N,N,N,N,N,N,N,N,,40.795577,-73.972985,7,6,183
MANHATTAN,685 FIRST AVENUE,10016,2,11/15/24,N,N,N,N,N,N,N,N,,40.747019,-73.971171,6,4,88
MANHATTAN,2110 1st Avenue,10029,2,10/13/22,N,N,N,N,N,N,N,N,,40.791381,-73.938769,11,8,162
MANHATTAN,1585 Broadway,10036,1,3/18/23,N,N,N,N,N,N,N,N,,40.760216,-73.985334,5,3,125
MANHATTAN,225 W. 24th Street,10011,1,8/5/21,N,N,N,N,N,N,N,N,,40.745156,-73.996074,4,3,91
MANHATTAN,345 EAST   80 STREET,10075,1,8/19/20,N,N,N,N,N,N,N,N,Y,40.773313,-73.952862,8,5,138
MANHATTAN,392 Central Park West,10025,1,5/22/24,N,N,N,N,N,N,N,N,,40.793779,-73.963159,7,7,185
MANHATTAN,50 ROCKEFELLER PLAZA,10020,1,12/7/24,N,N,N,N,N,N,N,N,,40.75938,-73.97823,5,4,104
MANHATTAN,1 PENN PLAZA,10119,1,11/10/24,N,N,N,N,N,N,N,N,,40.751098,-73.992926,5,3,101
MANHATTAN,345 EAST 69th Street,10021,1,12/6/22,N,N,N,N,N,N,N,N,,40.76625,-73.95829,8,5,126
MANHATTAN,395 BROADWAY,10013,1,10/15/20,N,N,N,N,N,N,N,N,Y,40.71845,-74.002702,1,1,33
MANHATTAN,231 West 29th Street,10001,1,7/16/22,N,N,N,N,N,N,N,N,,40.748299,-73.993937,5,3,95
QUEENS,58-12 Queens Boulevard,11377,1,8/23/24,N,N,N,N,N,N,N,N,,40.741828,-73.907281,2,26,245
MANHATTAN,42 WEST 38TH STREET,10018,1,12/26/24,N,N,N,N,N,N,N,N,,40.751553,-73.984152,5,4,84
MANHATTAN,685 FIRST AVENUE,10016,1,11/15/24,N,N,N,N,N,N,N,N,,40.747019,-73.971171,6,4,88
MANHATTAN,116 EAST 16 STREET,10003,1,10/30/23,N,N,N,N,N,N,N,N,,40.73548,-73.98828,5,2,50
MANHATTAN,350 EAST 57 STREET,10022,1,10/10/22,N,N,N,N,N,N,N,N,,40.758696,-73.963864,6,5,108
BRONX,1410 Pelham Parkway South,10461,1,11/26/24,N,N,N,N,N,N,N,N,,40.857424,-73.846963,11,13,296
BROOKLYN,32 Court Street,11201,4,6/25/22,N,N,N,N,N,N,N,N,,40.693014,-73.990758,2,33,9
MANHATTAN,12 East 12th Street,10003,1,11/2/21,N,N,N,N,N,N,N,N,,40.734377,-73.993902,2,2,61
MANHATTAN,80 ELIZABETH STREET,10013,1,10/25/21,N,N,N,N,N,N,N,N,,40.718046,-73.996035,2,1,41
MANHATTAN,212 E. 42nd Street,10017,1,10/13/20,N,N,N,N,N,N,N,N,,40.750456,-73.973732,6,4,88
MANHATTAN,15 Charles Street,10014,1,6/3/20,N,N,N,N,N,N,N,N,,40.735209,-74.001086,2,3,71
MANHATTAN,2 COLUMBUS AVENUE,10019,1,3/8/22,N,N,N,N,N,N,N,N,,40.769476,-73.985122,7,3,145
MANHATTAN,55 West 14th Street,10011,1,10/22/24,N,N,N,N,N,N,N,N,,40.736738,-73.995338,5,3,54
MANHATTAN,320 West 87th Street,10024,1,6/22/23,N,N,N,N,N,N,N,N,,40.78986,-73.978097,7,6,175
MANHATTAN,387 PARK AVENUE SOUTH,10016,1,4/8/20,N,N,N,N,N,N,N,N,Y,40.742795,-73.98445,5,2,68
MANHATTAN,122 WEST 26TH STREET,10001,1,8/13/20,N,N,N,N,N,N,N,N,,40.745164,-73.992295,4,3,91
MANHATTAN,55 Water Street,10041,10,7/20/23,N,N,N,N,N,N,N,N,,40.703608,-74.009691,1,1,9
MANHATTAN,115 East 61st Street,10065,1,8/28/21,N,N,N,N,N,N,N,N,,40.763863,-73.968164,8,4,11402
MANHATTAN,130 East 18th Street,10003,1,4/15/20,N,N,N,N,N,N,N,N,,40.736331,-73.986667,6,2,50
MANHATTAN,790 Eighth Avenue,10019,1,5/31/22,N,N,N,N,N,N,N,N,,40.761127,-73.98694,5,3,125
QUEENS,58-12 Queens Boulevard,11377,1,4/14/21,N,N,N,N,N,N,N,N,,40.741828,-73.907281,2,26,245
MANHATTAN,801 E. 14th Street,10009,1,8/6/22,N,N,N,N,N,N,N,N,,40.727353,-73.973106,6,4,44
MANHATTAN,363 Seventh Avenue,10001,1,12/13/21,N,N,N,N,N,N,N,N,,40.748609,-73.992349,5,3,101
MANHATTAN,157 East 57th Street,10022,1,5/25/21,N,N,N,N,N,N,N,N,,40.760693,-73.968552,6,4,11203
MANHATTAN,470 Park Avenue South,10016,1,11/16/24,N,N,N,N,N,N,N,N,,40.745492,-73.982515,5,2,74
MANHATTAN,229 East 79th Street,10075,1,5/15/24,N,N,N,N,N,N,N,N,,40.77396,-73.956505,8,5,138
MANHATTAN,515 EAST 79 STREET,10075,1,6/19/24,N,N,N,N,N,N,N,N,,40.771149,-73.949835,8,5,136
MANHATTAN,110 EAST   59 STREET,10022,2,6/6/20,N,N,N,N,N,N,N,N,Y,40.762631,-73.969157,5,4,11203
MANHATTAN,1 East 57 Street,10022,1,12/7/24,N,N,N,N,N,N,N,N,,40.762873,-73.973724,5,4,11202
MANHATTAN,395 Ninth Avenue,10001,2,2/25/23,N,N,N,N,N,N,N,N,,40.752279,-73.997123,4,3,103
MANHATTAN,255 EAST 74 STREET,10021,1,10/18/23,N,N,N,N,N,N,N,N,,40.770568,-73.958439,8,4,134
BROOKLYN,2951-53 West 33 Street,11224,1,4/23/24,N,N,N,N,N,N,N,N,,40.573698,-73.999327,13,47,342
MANHATTAN,132 WEST 36 STREET,10018,1,10/24/20,N,N,N,N,N,N,N,N,,40.751658,-73.988237,5,3,109
QUEENS,42-41 201 STREET,11361,1,10/21/20,N,N,N,N,N,N,N,N,Y,40.758999,-73.782865,11,19,1463
MANHATTAN,10 Columbus Circle,10019,2,1/8/20,N,N,N,N,N,N,N,N,,40.768244,-73.982339,4,3,145
MANHATTAN,1806 1st Avenue,10128,1,9/23/20,N,N,N,N,N,N,N,N,Y,40.781684,-73.945848,8,5,152
MANHATTAN,114 WEST   26 STREET,10001,1,6/19/20,N,N,N,N,N,N,N,N,Y,40.745096,-73.992133,4,3,91
MANHATTAN,821 1st Ave,10017,2,3/13/24,N,N,N,N,N,N,N,N,,40.751281,-73.968051,6,4,90
MANHATTAN,79 West 12th Street,10011,1,6/6/23,N,N,N,N,N,N,N,N,,40.735868,-73.997391,2,3,63
MANHATTAN,111 East 48 Street,10017,2,5/27/21,N,N,N,N,N,N,N,N,,40.75555,-73.973979,5,4,92
MANHATTAN,184 5 AVENUE,10010,1,6/27/20,N,N,N,N,N,N,N,N,Y,40.741335,-73.989744,5,3,58
