BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
BROOKLYN,1275 Linden Boulevard,11212,1,6/18/21,N,N,N,N,N,N,N,N,,40.654161,-73.911699,17,42,890
MANHATTAN,195 Broadway,10007,6,4/24/21,N,N,N,N,N,N,N,N,,40.710536,-74.009378,1,1,13
MANHATTAN,333 East 14th Street,10003,1,9/19/22,N,N,N,N,N,N,N,N,,40.731722,-73.983424,6,2,48
MANHATTAN,250 East 73rd St,10021,1,6/29/22,N,N,N,N,N,N,N,N,,40.769945,-73.958977,8,4,126
MANHATTAN,242 WEST 36 STREET,10018,1,8/3/24,N,N,N,N,N,N,N,N,,40.752811,-73.990973,5,3,109
MANHATTAN,315 Riverside Drive,10025,1,12/7/22,N,N,N,N,N,N,N,N,,40.80072,-73.971173,7,6,191
MANHATTAN,222 WEST 14 STREET,10011,1,5/15/23,N,N,N,N,N,N,N,N,,40.738915,-74.000559,2,3,77
MANHATTAN,821 Broadway,10003,1,7/15/23,N,N,N,N,N,N,N,N,,40.733441,-73.991387,2,2,61
MANHATTAN,300 West 49th Street,10019,1,5/3/22,N,N,N,N,N,N,N,N,,40.761805,-73.986925,4,3,127
MANHATTAN,60 Centre Street,10007,1,6/30/22,N,N,N,N,N,N,N,N,,40.714467,-74.002503,1,1,29
MANHATTAN,250 West 94th Street,10025,1,8/30/23,N,N,N,N,N,N,N,N,,40.793546,-73.973221,7,6,179
MANHATTAN,24 John Street,10038,1,8/9/24,N,N,N,N,N,N,N,N,,40.709765,-74.008765,1,1,1502
MANHATTAN,340 East 72nd Street,10021,1,8/30/23,N,N,N,N,N,N,N,N,,40.768264,-73.957115,8,5,126
MANHATTAN,415 East 54th Street,10022,1,4/29/24,N,N,N,N,N,N,N,N,,40.756157,-73.963761,6,4,10601
QUEENS,434 BEACH 54 STREET,11692,1,3/12/21,N,N,N,N,N,N,N,N,,40.596319,-73.784654,14,31,97203
BRONX,332 East 149th Street,10451,1,11/8/21,N,N,N,N,N,N,N,N,,40.816797,-73.920508,1,17,65
MANHATTAN,20 West 22nd Street,10010,1,6/11/22,N,N,N,N,N,N,N,N,,40.741253,-73.990978,5,3,58
MANHATTAN,1201 Broadway,10001,1,4/29/23,N,N,N,N,N,N,N,N,,40.745869,-73.988635,5,3,76
MANHATTAN,303 West 46 Street,10036,1,10/13/21,N,N,N,N,N,N,N,N,,40.759996,-73.988388,4,3,127
MANHATTAN,65 WEST 55TH STREET,10019,1,6/2/23,N,N,N,N,N,N,N,N,,40.762501,-73.976868,5,4,104
BROOKLYN,12205 Flatlands Avenue,11207,2,10/12/23,N,N,N,N,N,N,N,N,,40.654004,-73.883415,5,42,1078
BROOKLYN,80 Willoughby Street,11201,1,12/29/23,N,N,N,N,N,N,N,N,,40.692162,-73.985616,2,33,11
MANHATTAN,72 MADISON AVENUE,10016,1,12/19/21,N,N,N,N,N,N,N,N,,40.743758,-73.98589,5,2,56
BROOKLYN,135 WILLOW ST,11201,1,9/14/20,N,N,N,N,N,N,N,N,,40.697123,-73.995925,2,33,301
MANHATTAN,525 West 55th Street,10019,1,3/24/21,N,N,N,N,N,N,N,N,,40.768151,-73.990285,4,6,135
MANHATTAN,25 Central Park West,10023,4,9/1/21,N,N,A,N,N,N,N,N,,40.770148,-73.9804,7,6,149
MANHATTAN,180 Central Park South,10019,1,9/19/23,N,N,N,N,N,N,N,N,,40.766725,-73.978737,5,4,137
MANHATTAN,11 Madison Avenue,10010,3,10/20/23,N,N,N,N,N,N,N,N,,40.741617,-73.987449,5,2,56
MANHATTAN,15 West 44 Street,10036,1,11/17/20,N,N,N,N,N,N,N,N,,40.755129,-73.98074,5,4,96
MANHATTAN,885 West End Avenue,10025,1,7/23/24,N,N,N,N,N,N,N,N,,40.79986,-73.969859,7,6,191
MANHATTAN,300 West 49th Street,10019,1,6/17/21,N,N,N,N,N,N,N,N,,40.761805,-73.986925,4,3,127
MANHATTAN,40 Avenue D,10009,1,6/10/22,N,N,N,N,N,N,N,N,,40.721637,-73.977517,3,2,20
MANHATTAN,242 West 38th Street,10018,1,8/20/22,N,N,N,N,N,N,N,N,,40.754046,-73.990071,5,3,109
MANHATTAN,122 West 27th Street,10001,1,6/3/23,N,N,N,N,N,N,N,N,,40.745782,-73.991847,5,3,95
MANHATTAN,225 BROADWAY,10007,4,10/23/23,N,N,N,N,N,N,N,N,,40.71187,-74.008217,1,1,21
QUEENS,33-60 21st Street,11106,1,11/15/22,N,N,N,N,N,N,N,N,,40.763488,-73.933361,1,22,45
MANHATTAN,2 RIVER TERRACE,10282,2,2/17/23,N,N,N,N,N,N,N,N,,40.715534,-74.016651,1,1,31703
MANHATTAN,250 West 89th Street,10024,1,9/21/22,N,N,N,N,N,N,N,N,,40.790362,-73.975407,7,6,175
MANHATTAN,685 3rd Avenue,10017,2,5/22/20,N,N,N,N,N,N,N,N,Y,40.751617,-73.973819,6,4,88
MANHATTAN,733 3rd Avenue,10017,1,4/21/24,N,N,N,N,N,N,N,N,,40.753074,-73.972753,6,4,90
BRONX,3900 Bailey Avenue,10463,1,11/7/24,N,N,N,N,N,N,N,N,,40.885298,-73.895418,8,11,279
MANHATTAN,160 Front Street,10038,1,12/30/24,N,N,N,N,N,N,N,N,,40.705972,-74.005259,1,1,1502
BROOKLYN,1311 Brightwater Avenue,11235,1,9/29/22,N,N,N,N,N,N,N,N,,40.575682,-73.955388,13,48,61002
MANHATTAN,10 Columbus Circle,10019,5,6/4/20,N,N,N,N,N,N,N,N,,40.768244,-73.982339,4,3,145
MANHATTAN,151 West 28th Street,10001,1,12/14/23,N,N,N,N,N,N,N,N,,40.746655,-73.991952,5,3,95
MANHATTAN,1180 Fifth Avenue,10029,1,10/31/23,N,N,N,N,N,N,N,N,,40.789971,-73.954245,11,8,168
MANHATTAN,24 WEST   30 STREET,10001,1,9/26/20,N,N,N,N,N,N,N,N,Y,40.746415,-73.987589,5,4,76
MANHATTAN,26 Broadway,10004,2,11/13/21,N,N,N,N,N,N,N,N,,40.70568,-74.013302,1,1,9
MANHATTAN,162 West 54th Street,10019,1,12/16/21,N,N,N,N,N,N,N,N,,40.76333,-73.980835,5,4,131
MANHATTAN,237 Lafayette Street,10012,1,9/30/21,N,N,N,N,N,N,N,N,,40.722635,-73.996977,2,1,43
MANHATTAN,588 BROADWAY,10012,1,8/18/20,N,N,N,N,N,N,N,N,Y,40.724831,-73.997269,2,1,43
BRONX,2070 Clinton Ave,10457,1,6/1/22,N,N,N,N,N,N,N,N,,40.847236,-73.888101,6,15,371
MANHATTAN,375 Hudson Street,10014,1,10/9/24,N,N,N,N,N,N,N,N,,40.728435,-74.007151,2,3,37
MANHATTAN,250 east houston street,10002,1,8/16/22,N,N,N,N,N,N,N,N,,40.721937,-73.985321,3,2,3002
MANHATTAN,255 West 90 Street,10024,1,7/15/21,N,N,N,N,N,N,N,N,,40.791089,-73.975132,7,6,179
MANHATTAN,180 Riverside Boulevard,10069,1,11/19/21,N,N,N,N,N,N,N,N,,40.778397,-73.988504,7,6,155
MANHATTAN,450 East 63rd Street,10065,2,6/8/22,N,N,N,N,N,N,N,N,,40.761524,-73.958751,8,5,10602
MANHATTAN,708 3 AVENUE,10017,2,5/18/20,N,N,N,N,N,N,N,N,Y,40.752328,-73.973324,6,4,92
QUEENS,269-10 Grand Central Parkway,11005,2,4/25/22,N,N,A,N,N,N,N,N,,40.759289,-73.713493,13,23,155101
MANHATTAN,62 Madison Avenue,10016,1,12/20/21,N,N,N,N,N,N,N,N,,40.743487,-73.986088,5,2,56
MANHATTAN,215 West 75th Street,10023,1,10/6/22,N,N,N,N,N,N,N,N,,40.780817,-73.980794,7,6,163
MANHATTAN,451 East 83 Street,10028,1,10/31/24,N,N,N,N,N,N,N,N,,40.774454,-73.949652,8,5,136
MANHATTAN,80 Fourth Avenue,10003,1,8/17/21,N,N,N,N,N,N,N,N,,40.731506,-73.990348,2,2,61
MANHATTAN,19 east 98th street,10029,1,10/24/20,N,N,N,N,N,N,N,N,,40.788937,-73.954148,11,8,168
MANHATTAN,579 Fifth Avenue,10017,1,5/12/20,N,N,N,N,N,N,N,N,,40.756572,-73.978101,5,4,94
MANHATTAN,75 Central Park West,10023,1,6/21/23,N,N,N,N,N,N,N,N,,40.773348,-73.978063,7,6,153
MANHATTAN,291 BROADWAY,10007,1,6/21/23,N,N,N,N,N,N,N,N,,40.714824,-74.005779,1,1,33
MANHATTAN,142 East 49th Street,10017,1,6/25/21,N,N,N,N,N,N,N,N,,40.755704,-73.972445,6,4,92
MANHATTAN,40 East 88th Street,10128,1,7/13/20,N,N,N,N,N,N,N,N,,40.782005,-73.957514,8,4,15002
MANHATTAN,41 Union Square West,10003,1,7/20/23,N,N,N,N,N,N,N,N,,40.736976,-73.990452,5,2,52
MANHATTAN,630 FIFTH AVENUE,10020,3,12/14/21,N,N,N,N,N,N,N,N,,40.758782,-73.977036,5,4,104
MANHATTAN,57 WEST 58 STREET,10019,1,5/25/22,N,N,N,N,N,N,N,N,,40.76452,-73.975528,5,4,11201
MANHATTAN,40 East 88th Street,10128,1,1/26/23,N,N,N,N,N,N,N,N,,40.782005,-73.957514,8,4,15002
MANHATTAN,227 West 17th Street,10011,1,6/19/20,N,N,N,N,N,N,N,N,Y,40.74088,-73.999235,4,3,81
BROOKLYN,2951-33 West 33rd Street,11224,1,11/9/21,N,N,N,N,N,N,N,N,,40.573698,-73.999327,13,47,342
MANHATTAN,969 PARK AVENUE,10028,1,1/27/25,N,N,N,N,N,N,N,N,,40.777905,-73.958849,8,4,140
MANHATTAN,650 1 AVENUE,10016,1,6/27/20,N,N,N,N,N,N,N,N,Y,40.745817,-73.972016,6,4,8601
MANHATTAN,666 Fifth Avenue,10103,3,6/15/21,N,N,N,N,N,N,N,N,,40.760549,-73.976421,5,4,104
BROOKLYN,309 McDougal Street,11233,1,7/25/22,N,N,N,N,N,N,N,N,,40.680596,-73.908289,16,37,369
MANHATTAN,311 East 38th Street,10016,1,11/4/21,N,N,N,N,N,N,N,N,,40.747041,-73.973416,6,4,78
MANHATTAN,306 East 96th Street,10128,1,10/19/23,N,N,N,N,N,N,N,N,,40.783855,-73.946189,8,5,15601
MANHATTAN,676 Riverside Drive,10031,1,1/14/22,N,N,N,N,N,N,N,N,,40.826851,-73.95217,9,7,229
MANHATTAN,140 WEST   55 STREET,10019,1,12/2/20,N,N,N,N,N,N,N,N,Y,40.763629,-73.979593,5,4,137
QUEENS,131-01 40th Road,11354,1,6/16/23,N,N,N,N,N,N,N,N,,40.755876,-73.836155,7,20,871
MANHATTAN,103 East 125th Street,10035,1,8/6/22,N,N,N,N,N,N,N,N,,40.804885,-73.938612,11,9,196
MANHATTAN,450 PARK AVENUE SOUTH,10016,1,12/16/23,N,N,N,N,N,N,N,N,,40.74485,-73.982977,5,2,74
MANHATTAN,102 North End Avenue,10282,1,11/9/22,N,N,N,N,N,N,N,N,,40.714812,-74.016153,1,1,31703
MANHATTAN,161 WEST 15 STREET,10011,1,6/25/21,N,N,N,N,N,N,N,N,,40.739071,-73.998755,4,3,81
MANHATTAN,271 MADISON AVENUE,10016,1,5/30/20,N,N,N,N,N,N,N,N,Y,40.75124,-73.980416,6,4,82
MANHATTAN,110 William Street,10038,3,11/16/24,N,N,N,N,N,N,N,N,,40.708782,-74.007196,1,1,1502
MANHATTAN,1166 Sixth Avenue,10036,6,2/8/20,N,N,N,N,N,N,N,N,,40.757004,-73.982526,5,4,96
MANHATTAN,444 East 57th Street,10022,1,10/18/22,N,N,N,N,N,N,N,N,,40.757864,-73.961883,6,5,10601
BROOKLYN,345 Clinton Avenue,11238,1,1/17/23,N,N,N,N,N,N,N,N,,40.687542,-73.967689,2,35,197
MANHATTAN,440 West End Avenue,10024,1,6/11/24,N,N,N,N,N,N,N,N,,40.785801,-73.980088,7,6,167
MANHATTAN,488 Madison Ave,10022,1,2/16/20,N,N,N,N,N,N,N,N,Y,40.758888,-73.974855,5,4,102
QUEENS,107-40 Queens Boulevard,11375,1,9/8/21,N,N,N,N,N,N,N,N,,40.721546,-73.84484,6,29,711
MANHATTAN,71 W 23rd St,10010,4,2/24/20,N,N,N,N,N,N,N,N,,40.742441,-73.991667,5,3,58
MANHATTAN,173 Riverside Drive,10024,1,8/23/22,N,N,A,N,N,N,N,N,,40.791623,-73.978115,7,6,175
MANHATTAN,351 W. 18th Street,10011,1,8/6/21,N,N,N,N,N,N,N,N,,40.742867,-74.002136,4,3,89
MANHATTAN,1136 Fifth Avenue,10128,1,7/20/22,N,N,N,N,N,N,N,N,,40.787019,-73.956399,8,4,16001
MANHATTAN,5 Penn Plaza,10001,1,3/4/23,N,N,N,N,N,N,N,N,,40.751861,-73.993716,4,3,103
MANHATTAN,1214 FIFTH AVENUE,10029,1,11/13/24,N,N,N,N,N,N,N,N,,40.791313,-73.952376,11,8,168
MANHATTAN,520 Eighth Avenue,10018,2,2/8/23,N,N,N,N,N,N,N,N,,40.753612,-73.992417,5,3,109
MANHATTAN,315 HUDSON ST,10013,1,6/12/20,N,N,N,N,N,N,N,N,,40.72631,-74.00749,2,3,37
MANHATTAN,135 East 22nd Street,10010,1,5/9/24,N,N,N,N,N,N,N,N,,40.738719,-73.984923,6,2,68
MANHATTAN,1140 FIFTH AVENUE,10128,1,6/28/22,N,N,N,N,N,N,N,N,,40.787205,-73.95594,8,4,16001
MANHATTAN,400 WEST   43 STREET,10036,2,2/26/20,N,N,N,N,N,N,N,N,Y,40.759302,-73.992636,4,3,121
MANHATTAN,530 Fifth Avenue,10036,1,4/6/22,N,N,N,N,N,N,N,N,,40.754879,-73.979877,5,4,96
BROOKLYN,47 Plaza Street West,11217,1,11/19/20,N,N,N,N,N,N,N,N,Y,40.673303,-73.971301,6,39,159
MANHATTAN,10 Nathan D Perlman Pl,10003,1,12/26/23,N,N,N,N,N,N,N,N,,40.733421,-73.983117,6,2,48
MANHATTAN,514 WEST 114 STREET,10025,1,12/30/24,N,N,N,N,N,N,N,N,,40.805888,-73.962932,9,7,199
MANHATTAN,641 LEXINGTON AVENUE,10022,2,12/12/20,N,N,N,N,N,N,N,N,,40.75903,-73.970321,6,4,100
MANHATTAN,24 West 55th Street,10019,1,7/27/22,N,N,N,N,N,N,N,N,,40.762083,-73.975923,5,4,104
BROOKLYN,1 Metrotech Center,11201,4,5/5/20,N,N,N,N,N,N,N,N,,40.693463,-73.987227,2,33,11
MANHATTAN,468 Riverside Drive,10027,1,2/23/23,N,N,N,N,N,N,N,N,,40.810679,-73.964468,9,7,205
MANHATTAN,1350 Avenue of the Americas,10019,1,11/4/23,N,N,N,N,N,N,N,N,,40.762731,-73.978341,5,4,104
MANHATTAN,701 West 168 Street,10032,2,6/24/22,N,N,N,N,N,N,N,N,,40.842195,-73.942347,12,10,255
MANHATTAN,780 Third Avenue,10017,1,10/17/20,N,N,N,N,N,N,N,N,,40.754757,-73.971554,6,4,92
BRONX,3850 Sedgwick Avenue,10463,1,7/17/20,N,N,N,N,N,N,N,N,,40.882693,-73.895039,8,11,409
BROOKLYN,100 Henry Street,11201,1,8/19/24,N,N,N,N,N,N,N,N,,40.697754,-73.992888,2,33,501
MANHATTAN,25 Sutton Place,10022,1,4/20/21,N,N,A,N,N,N,N,N,,40.758162,-73.960078,6,5,10601
QUEENS,102-10 66th Road,11375,1,5/31/23,N,N,N,N,N,N,N,N,,40.728526,-73.851538,6,29,71304
MANHATTAN,123 East 15th Street,10003,1,11/22/21,N,N,N,N,N,N,N,N,,40.734564,-73.988042,6,2,50
BRONX,1250 Morris Park Avenue,10461,1,12/27/23,N,N,N,N,N,N,N,N,,40.851166,-73.846768,11,13,286
MANHATTAN,595 Madison Avenue,10022,1,10/9/21,N,N,N,N,N,N,N,N,,40.762384,-73.97228,5,4,11202
MANHATTAN,332 East 29th Street,10016,1,12/14/20,N,N,N,N,N,N,N,N,Y,40.741072,-73.976847,6,2,66
MANHATTAN,210 Riverside Drive,10025,1,12/2/20,N,N,N,N,N,N,N,N,,40.79423,-73.976518,7,6,179
MANHATTAN,1295 Fifth Avenue,10029,1,6/24/24,N,N,N,N,N,N,N,N,,40.797152,-73.949013,11,9,17402
QUEENS,438 Beach 40 Street,11691,2,9/25/24,N,N,N,N,N,N,N,N,,40.596356,-73.772429,14,31,97203
BROOKLYN,1 North 4th Place,11249,2,7/8/21,N,N,N,N,N,N,N,N,,40.719229,-73.964203,1,33,555
MANHATTAN,125 EAST   93 STREET,10128,1,6/5/20,N,N,N,N,N,N,N,N,Y,40.784243,-73.953042,8,4,15801
MANHATTAN,270 WEST END AVENUE,10023,1,3/4/20,N,N,N,N,N,N,N,N,Y,40.780225,-73.984159,7,6,159
MANHATTAN,86 Chambers Street,10007,1,11/2/24,N,N,N,N,N,N,N,N,,40.714524,-74.007095,1,1,21
BROOKLYN,108 Christopher Ave,11212,1,8/22/22,N,N,N,N,N,N,N,N,,40.671012,-73.906201,16,37,908
BRONX,555 East Tremont Ave,10457,1,8/28/21,N,N,N,N,N,N,N,N,,40.846518,-73.895074,6,15,37504
MANHATTAN,140 West 28 Street,10001,2,12/10/24,N,N,N,N,N,N,N,N,,40.746553,-73.991761,5,3,95
MANHATTAN,157 East 32nd Street,10016,1,10/17/22,N,N,N,N,N,N,N,N,,40.744872,-73.980054,6,2,72
MANHATTAN,26 Ann Street,10038,1,10/8/21,N,N,N,N,N,N,N,N,,40.710764,-74.007708,1,1,1501
MANHATTAN,20 Monroe Street,10002,1,10/24/23,N,N,N,N,N,N,N,N,,40.711396,-73.996187,3,1,8
MANHATTAN,2 Broadway,10004,2,2/3/23,N,N,N,N,N,N,N,N,,40.704119,-74.013186,1,1,9
MANHATTAN,110 East 42 Street,10017,1,11/20/23,N,N,N,N,N,N,N,N,,40.751807,-73.976944,5,4,80
MANHATTAN,240 East 38th Street,10016,1,12/18/21,N,N,N,N,N,N,N,N,,40.747681,-73.974975,6,4,78
MANHATTAN,201 West 79th Street,10024,1,5/11/23,N,N,N,N,N,N,N,N,,40.783251,-73.978555,7,6,167
BRONX,1965 Lafayette Avenue,10473,1,12/10/24,N,N,N,N,N,N,N,N,,40.822205,-73.856893,9,18,16
MANHATTAN,74 TRINITY PLACE,10006,2,10/25/24,N,N,N,N,N,N,N,N,,40.708387,-74.012563,1,1,13
MANHATTAN,1130 PARK AVENUE,10128,1,8/8/21,N,N,N,N,N,N,N,N,,40.783126,-73.955062,8,4,15002
MANHATTAN,505 LaGuardia Place,10012,1,4/6/22,N,N,N,N,N,N,N,N,,40.727667,-73.999282,2,1,5501
BRONX,855 East 233rd Street,10466,1,3/24/21,N,N,N,N,N,N,N,N,,40.89194,-73.852775,12,12,430
MANHATTAN,501 Fifth Avenue,10017,1,7/7/23,N,N,N,N,N,N,N,N,,40.753315,-73.980993,5,4,82
MANHATTAN,189 Allen Street,10002,1,9/22/20,N,N,N,N,N,N,N,N,Y,40.722133,-73.988964,3,1,3601
MANHATTAN,151 West 86th Street,10024,1,12/31/24,N,N,N,N,N,N,N,N,,40.787252,-73.973963,7,6,173
BROOKLYN,422 FULTON STREET,11201,1,7/23/24,N,N,N,N,N,N,N,N,,40.690891,-73.985951,2,33,37
MANHATTAN,321 East 44th Street,10017,2,12/3/24,N,N,N,N,N,N,N,N,,40.750878,-73.970675,6,4,90
MANHATTAN,322 EAST   57 STREET,10022,1,8/18/20,N,N,N,N,N,N,N,N,Y,40.758869,-73.964272,6,5,108
MANHATTAN,200 EAST 24 STREET,10010,1,9/2/20,N,N,N,N,N,N,N,N,,40.739459,-73.982603,6,2,64
MANHATTAN,689 FORT WASHINGTON AVE,10040,1,9/14/20,N,N,N,N,N,N,N,N,,40.857216,-73.935538,12,10,273
QUEENS,1925 Seagirt Boulevard,11691,1,8/12/21,N,N,N,N,N,N,N,N,,40.595128,-73.753454,14,31,99802
QUEENS,44 - 26Vernon Blvd,,1,7/31/21,N,N,N,N,N,N,N,N,,,,,,
QUEENS,43-10 Crescent Street,11101,1,7/14/22,N,N,N,N,N,N,N,N,,40.748707,-73.942316,2,26,19
MANHATTAN,350 7 AVE,10001,1,9/23/23,N,N,N,N,N,N,N,N,,40.748164,-73.992695,5,3,95
MANHATTAN,9 Murray Street,10007,1,8/28/21,N,N,N,N,N,N,N,N,,40.713314,-74.007759,1,1,21
MANHATTAN,1235 Amsterdam Ave,10027,1,12/28/22,N,N,N,N,N,N,N,N,,40.809801,-73.958862,9,7,20701
MANHATTAN,39 WEST 29TH ST,10001,1,5/3/23,N,N,N,N,N,N,N,N,,40.746199,-73.988957,5,3,76
MANHATTAN,65 East 55th street,10022,1,6/5/21,N,N,N,N,N,N,N,N,,40.760718,-73.972642,5,4,102
MANHATTAN,100 WEST 92 STREET,10025,1,11/16/22,N,N,N,N,N,N,N,N,,40.790446,-73.969766,7,6,177
BROOKLYN,1360 OCEAN PARKWAY,11230,1,6/21/21,N,N,N,N,N,N,N,N,,40.615623,-73.968858,12,44,444
MANHATTAN,432 Park Avenue,10022,2,10/5/22,N,N,N,N,N,N,N,N,,40.761042,-73.971176,5,4,11202
MANHATTAN,1330 Sixth Avenue,10019,2,8/28/21,N,N,N,N,N,N,N,N,,40.762103,-73.978803,5,4,104
BRONX,360 East 137th Street,10454,1,6/29/22,N,N,N,N,N,N,N,N,,40.809035,-73.924863,1,8,23
MANHATTAN,201 East 62nd Street,10065,1,7/7/20,N,N,A,N,A,N,N,N,,40.763296,-73.964869,8,4,110
MANHATTAN,245 EAST 93 STREET,10128,1,8/1/24,N,N,N,N,N,N,N,N,,40.782833,-73.9497,8,5,154
BRONX,4422 3rd Avenue,10457,1,12/13/23,N,N,N,N,N,N,N,N,,40.853346,-73.891611,6,15,37504
MANHATTAN,134 WEST 37TH STREET,10018,1,3/26/21,N,N,N,N,N,N,N,N,,40.752377,-73.988028,5,3,109
MANHATTAN,12 West 17th Street,10011,1,7/18/22,N,N,N,N,N,N,N,N,,40.738212,-73.992949,5,3,54
MANHATTAN,830 Third Avenue,10022,1,1/15/22,N,N,N,N,N,N,N,N,,40.756216,-73.970496,6,4,100
MANHATTAN,526 SEVENTH AVENUE,10018,1,3/9/20,N,N,N,N,N,N,N,N,,40.753755,-73.988623,5,3,113
MANHATTAN,530 PARK AVENUE,10065,1,5/16/24,N,N,N,N,N,N,N,N,,40.763932,-73.96907,8,4,11401
BRONX,710 Tinton Avenue,10455,2,8/19/20,N,N,N,N,N,N,N,N,Y,40.816985,-73.90507,1,17,79
MANHATTAN,119 Fifth Avenue,10003,1,12/17/22,N,N,N,N,N,N,N,N,,40.739172,-73.991303,5,2,52
MANHATTAN,55 HUDSON STREET,10013,1,11/4/20,N,N,N,N,N,N,N,N,,40.717648,-74.009004,1,1,39
MANHATTAN,35 SUTTON PLACE,10022,1,8/7/20,N,N,N,N,N,N,N,N,Y,40.758343,-73.959944,6,5,10601
MANHATTAN,31-33 west 10th Street,10011,1,5/26/23,N,N,N,N,N,N,N,N,,40.733936,-73.996659,2,3,63
MANHATTAN,530 WEST END AVENUE,10024,1,6/16/21,N,N,N,N,N,N,N,N,,40.78868,-73.977993,7,6,171
MANHATTAN,111 8th Avenue,10011,3,1/24/23,N,N,N,N,N,N,N,N,,40.740704,-74.001844,4,3,83
MANHATTAN,20 West 37th Street,10018,1,11/21/20,N,N,N,N,N,N,N,N,,40.750716,-73.984087,5,4,84
MANHATTAN,237 East 34th Street,10016,1,12/11/24,N,N,N,N,N,N,N,N,,40.745228,-73.976921,6,2,78
MANHATTAN,580 Park Avenue,10065,2,7/13/21,N,N,N,N,N,N,N,N,,40.765636,-73.967824,8,4,122
MANHATTAN,330 East 49th Street,10017,1,7/9/21,N,N,N,N,N,N,N,N,,40.753877,-73.968122,6,4,90
MANHATTAN,110 East 14th Street,10003,1,5/12/22,N,N,N,N,N,N,N,N,,40.734075,-73.989067,3,2,42
MANHATTAN,228 EAST 85TH STREET,10028,1,7/14/22,N,N,N,N,N,N,N,N,,40.777801,-73.953704,8,5,14601
MANHATTAN,180 CABRINI BOULEVARD,10033,1,10/28/20,N,N,N,N,N,N,N,N,Y,40.853867,-73.939268,12,10,275
MANHATTAN,48 Market Street,10002,1,3/16/20,N,N,N,N,N,N,N,N,,40.711988,-73.994308,3,1,8
BRONX,945 Underhill Avenue,10473,1,10/26/21,N,N,N,N,N,N,N,N,,40.824628,-73.860866,9,18,42
QUEENS,28-40 Jackson Avenue,11101,1,4/26/23,N,N,N,N,N,N,N,N,,40.748768,-73.937779,2,26,19
MANHATTAN,1180 Fifth Avenue,10029,2,11/1/23,N,N,N,N,N,N,N,N,,40.789971,-73.954245,11,8,168
MANHATTAN,252 East 57th Street,10022,4,8/7/20,N,N,N,N,N,N,N,N,Y,40.759731,-73.966318,6,4,108
MANHATTAN,640 FIFTH AVENUE,10019,1,10/6/22,N,N,N,N,N,N,N,N,,40.759432,-73.977122,5,4,104
MANHATTAN,287 East 10th Street,10009,1,2/13/20,N,N,N,N,N,N,N,N,Y,40.72805,-73.982689,3,2,34
MANHATTAN,1335 Sixth Avenue,10019,2,12/15/22,N,N,N,N,N,N,N,N,,40.762218,-73.978742,5,4,131
QUEENS,92-29 Queens Boulevard,11374,1,12/28/21,N,N,N,N,N,N,N,N,,40.732399,-73.867651,6,29,71702
MANHATTAN,1 Washington Square Village,10012,1,10/17/23,N,N,N,N,N,N,N,N,,40.729113,-73.997507,2,1,5501
MANHATTAN,301 EAST   78 STREET,10075,1,9/30/20,N,N,N,N,N,N,N,N,Y,40.772513,-73.955192,8,5,134
QUEENS,168-20 127th Avenue,11434,1,4/22/20,N,N,N,N,N,N,N,N,,40.677956,-73.773687,12,28,33402
BRONX,600 Baychester Avenue,10475,1,4/12/22,N,N,N,N,N,N,N,N,,40.871669,-73.833317,10,12,46201
MANHATTAN,38 EAST   29 STREET,10016,1,11/7/20,N,N,N,N,N,N,N,N,Y,40.744436,-73.984807,5,2,74
BROOKLYN,315 Sutter Ave,11212,1,8/4/22,N,N,N,N,N,N,N,N,,40.667437,-73.90821,16,41,906
MANHATTAN,15 East 91st Street,10128,1,8/11/21,N,N,N,N,N,N,N,N,,40.784401,-73.957329,8,4,16001
MANHATTAN,212 WEST 35 STREET,10001,1,12/17/22,N,N,N,N,N,N,N,N,,40.751933,-73.990807,5,3,109
MANHATTAN,1125 PARK AVENUE,10128,1,12/14/23,N,N,N,N,N,N,N,N,,40.782973,-73.955152,8,4,14802
MANHATTAN,102 MADISON AVENUE,10016,1,6/12/21,N,N,N,N,N,N,N,N,,40.74482,-73.985113,5,4,74
BROOKLYN,1 Bell Slip,11222,1,4/1/24,N,N,N,N,N,N,N,N,,,,,,
MANHATTAN,481 8th Avenue,10001,3,12/23/20,N,N,N,N,N,N,N,N,,40.752295,-73.993402,4,3,111
MANHATTAN,1166 Sixth Avenue,10036,8,2/1/20,N,N,N,N,N,N,N,N,,40.757004,-73.982526,5,4,96
MANHATTAN,50 BROADWAY,10004,3,11/4/23,N,N,N,N,N,N,N,N,,40.706449,-74.012761,1,1,9
MANHATTAN,437 Fifth Avenue,10016,1,12/7/21,N,N,N,N,N,N,N,N,,40.751427,-73.982372,5,4,82
BROOKLYN,2650 Ocean Parkway,11235,1,12/27/24,N,N,N,N,N,N,N,N,,40.585466,-73.966438,13,47,37401
MANHATTAN,910 West End Avenue,10025,1,3/18/21,N,N,N,N,N,N,N,N,,40.800664,-73.969255,7,6,191
